incidentid,IncidentVersNumber,IncidentTypeDesc,AgencyORI,AgencyNameTxt,CityCde,CityName,CountyCde,COUNTYNAMETXT,StateCde,IncidentDte,IncidentTime,IncidentEndDte,IncidentEndTime,LocalCodeCaseNumber,SecondaryReportID,IncidentOwnerUserID,EntryDte,SupplementDte,ReviewDte,IncidentDescription,LastModifiedDte,BeatPostNumber,TimeReceived,TimeDispatched,TimeArrived,TimeCleared,HowReportedDesc,ReportedDte,CreatedByBadgeNumber
19225534,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/5/2017 01:50,150,3/5/2017 01:54,154,17-8971,,,3/5/2017 08:01,,,,3/5/2017 07:54,,150,150,150,217,IN PERSON,3/5/2017 00:00,347
19226342,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/4/2017 12:35,1235,3/4/2017 12:40,1240,17-8867,,3509,3/4/2017 15:26,,3/5/2017 14:00,,3/5/2017 14:00,,1241,1243,1252,1345,PHONE,3/4/2017 00:00,268
19228517,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/4/2017 00:16,16,3/4/2017 00:26,26,17-8811,,,3/6/2017 01:00,,,,3/6/2017 00:53,,16,16,16,56,IN PERSON,3/4/2017 00:00,347
19228554,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/5/2017 15:46,1546,,,17-9027,,2948,3/5/2017 18:55,,3/6/2017 01:11,,3/6/2017 01:11,,1546,1547,1554,1615,BY INVESTIGATION,3/5/2017 00:00,300
19228657,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/3/2017 18:00,1800,3/3/2017 18:32,1832,17-8759,,,3/6/2017 02:00,,,,3/6/2017 01:53,,1831,1837,1842,2002,PHONE,3/3/2017 00:00,343
19228660,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/5/2017 20:20,2020,3/5/2017 20:23,2023,17-9050,,,3/6/2017 02:01,,,,3/6/2017 01:54,,2023,2034,2043,2100,IN PERSON,3/5/2017 00:00,349
19229295,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/5/2017 21:00,2100,3/5/2017 22:10,2210,17-9058,,,3/6/2017 07:02,,,,3/6/2017 06:24,,2205,2208,2210,2317,IN PERSON,3/5/2017 00:00,340
19235476,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/23/2017 16:15,1615,2/23/2017 16:45,1645,17-7506,,3514,2/24/2017 09:15,,3/6/2017 15:38,,3/6/2017 15:38,,1630,1630,1630,1700,BY INVESTIGATION,2/23/2017 00:00,294
19235477,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/28/2017 13:00,1300,,,17-8232,,3514,2/28/2017 16:52,,3/6/2017 14:56,,3/6/2017 14:56,,1300,1300,1300,1400,BY INVESTIGATION,2/28/2017 00:00,294
19235478,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/28/2017 13:25,1325,2/28/2017 14:00,1400,17-8237,,3515,3/1/2017 09:50,,3/6/2017 14:54,,3/6/2017 14:54,,1325,1325,1325,1325,IN PERSON,2/28/2017 00:00,301
19235689,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/9/2017 17:40,1740,2/9/2017 17:55,1755,17-5455,,3517,2/10/2017 15:27,3/3/2017 09:59,3/6/2017 16:56,,3/6/2017 16:56,,1755,1758,1759,130,IN PERSON,2/9/2017 00:00,242
19235690,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/9/2017 17:40,1740,2/9/2017 17:55,1755,17-8741,,3517,3/3/2017 17:10,,3/6/2017 16:51,,3/6/2017 16:51,,1755,1758,1759,130,BY INVESTIGATION,2/9/2017 00:00,307
19236087,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/28/2017 12:30,1230,,,17-8235,,3496,2/28/2017 14:37,,3/6/2017 18:10,,3/6/2017 18:10,,1245,1301,1311,1410,IN PERSON,2/28/2017 00:00,226
19236089,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/28/2017 08:00,800,,,17-8207,,3496,2/28/2017 09:30,,3/6/2017 18:15,,3/6/2017 18:15,,800,801,808,900,IN PERSON,2/28/2017 00:00,226
19243470,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/22/2017 20:45,2045,1/22/2017 21:00,2100,17-3010,,,3/7/2017 17:43,,,,3/7/2017 16:55,,2057,2058,2103,2204,IN PERSON,1/22/2017 00:00,346
19243473,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/6/2017 18:00,1800,3/6/2017 18:40,1840,17-9221,,,3/7/2017 17:44,,,,3/7/2017 16:55,,1835,1835,1835,1935,IN PERSON,3/6/2017 00:00,346
19244268,6,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/17/2017 18:00,1800,1/27/2017 15:30,1530,17-3684,,3503,1/27/2017 18:38,3/7/2017 20:55,3/7/2017 21:32,,3/7/2017 21:32,,1648,1659,1703,1800,IN PERSON,1/27/2017 00:00,242
19245076,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/7/2017 21:40,2140,3/7/2017 21:46,2146,17-9375,,3510,3/7/2017 23:48,,3/8/2017 03:07,,3/8/2017 03:07,,2146,2148,2153,2204,IN PERSON,3/7/2017 00:00,
19250939,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/8/2017 08:37,837,,,17-9422,,3493,3/8/2017 09:57,,3/8/2017 18:54,,3/8/2017 18:54,,837,837,843,915,IN PERSON,3/8/2017 00:00,183
19250943,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/8/2017 07:45,745,,,17-9418,,3507,3/8/2017 09:45,,3/8/2017 19:05,,3/8/2017 19:05,,745,748,757,846,IN PERSON,3/8/2017 00:00,265
19250944,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/8/2017 06:38,638,,,17-9414,,3533,3/8/2017 09:31,,3/8/2017 19:09,,3/8/2017 19:09,,638,639,647,930,IN PERSON,3/8/2017 00:00,337
19250946,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/8/2017 10:17,1017,,, 17-9427,,3496,3/8/2017 14:07,,3/8/2017 15:22,,3/8/2017 15:22,,1017,1022,1027,1400,BY INVESTIGATION,3/8/2017 00:00,226
19251502,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/7/2017 14:00,1400,3/7/2017 15:00,1500,17-9343,,2948,3/7/2017 18:39,,3/8/2017 21:47,,3/8/2017 21:47,,1702,1716,1727,1745,IN PERSON,3/7/2017 00:00,300
19251505,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/8/2017 16:15,1615,,,17-9473,,3112,3/8/2017 19:00,,3/8/2017 21:34,,3/8/2017 21:34,,1618,1619,1620,1800,IN PERSON,3/8/2017 00:00,332
19251506,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/4/2017 08:00,800,3/8/2017 14:00,1400,17-9457,,3503,3/8/2017 17:04,,3/8/2017 21:37,,3/8/2017 21:37,,1417,1536,1540,1615,IN PERSON,3/8/2017 00:00,242
19251509,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/7/2017 00:00,0,3/7/2017 14:30,1430,17-9329,,3503,3/7/2017 17:10,,3/8/2017 21:48,,3/8/2017 21:48,,1445,1520,1529,1615,IN PERSON,3/7/2017 00:00,242
19251512,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/8/2017 12:10,1210,,,17-9465,,3522,3/8/2017 18:06,,3/8/2017 21:36,,3/8/2017 21:36,,1503,1539,1559,1530,IN PERSON,3/8/2017 00:00,314
19255753,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/4/2017 22:00,2200,,,17-9311,,3496,3/7/2017 15:04,,3/9/2017 12:47,,3/9/2017 12:47,,1400,1400,1400,1400,IN PERSON,3/7/2017 00:00,226
19255755,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/7/2017 11:02,1102,,,17-9292,,3496,3/7/2017 15:07,,3/9/2017 12:46,,3/9/2017 12:46,,1102,1103,1115,1500,IN PERSON,3/7/2017 00:00,226
19255756,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/7/2017 09:18,918,,,17-9275,,3496,3/7/2017 15:30,,3/9/2017 12:45,,3/9/2017 12:45,,918,919,930,1500,IN PERSON,3/7/2017 00:00,226
19259486,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/9/2017 15:37,1537,,,17-9602,,3112,3/9/2017 18:36,,3/9/2017 22:57,,3/9/2017 22:57,,1529,1531,1537,1630,IN PERSON,3/9/2017 00:00,332
19259510,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/9/2017 17:45,1745,3/9/2017 18:00,1800,17-9623,,,3/9/2017 23:03,,,,3/9/2017 22:24,,1747,1747,1747,1847,PHONE,3/9/2017 00:00,336
19262569,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/17/2017 13:00,1300,1/18/2017 13:00,1300,17-4066,,3529,2/2/2017 12:25,,2/21/2017 13:24,,2/21/2017 13:24,,1230,1230,1230,1235,OTHER AGENCY,1/30/2017 00:00,326
19272620,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/29/2017 21:00,2100,1/29/2017 23:38,2338,17-3987,,3518,1/30/2017 02:19,3/7/2017 10:07,3/10/2017 11:27,,3/10/2017 11:27,,2338,2338,2338,130,IN VIEW,1/29/2017 00:00,322
19272626,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/29/2017 17:00,1700,,,17-4380,,3524,2/1/2017 14:23,3/7/2017 14:00,3/10/2017 11:28,,3/10/2017 11:28,,1229,1252,1252,1345,BY INVESTIGATION,2/1/2017 00:00,244
19272628,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/28/2017 23:00,2300,3/1/2017 23:00,2300,17-8535,,3528,3/2/2017 13:32,3/8/2017 15:53,3/10/2017 11:28,,3/10/2017 11:28,,915,915,915,,IN PERSON,3/2/2017 00:00,228
19272631,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/23/2017 16:00,1600,2/23/2017 20:00,2000,17-7673,,3528,2/24/2017 15:12,3/9/2017 15:08,3/10/2017 11:28,,3/10/2017 11:28,,1321,1359,1410,1445,IN PERSON,2/24/2017 00:00,236
19272632,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/8/2017 11:30,1130,,,17-9437,,3523,3/8/2017 13:32,3/9/2017 16:42,3/10/2017 11:27,,3/10/2017 11:27,,1140,1143,1149,,IN PERSON,3/8/2017 00:00,228
19273332,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/9/2017 10:20,1020,,,17-9566,,3493,3/9/2017 12:49,,3/10/2017 13:05,,3/10/2017 13:05,,1107,1107,1107,1146,IN PERSON,3/9/2017 00:00,183
19275268,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/29/2017 09:00,900,2/10/2017 14:00,1400,17-5563,,3540,2/12/2017 23:02,3/10/2017 17:09,3/10/2017 17:58,,3/10/2017 17:58,,1421,1439,1439,1539,IN PERSON,2/10/2017 00:00,344
19279153,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/10/2017 14:45,1445,,,17-9834,,3112,3/11/2017 17:03,,3/11/2017 21:04,,3/11/2017 21:04,,1452,1526,1527,1615,IN PERSON,3/10/2017 00:00,332
19279154,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/11/2017 17:30,1730,3/11/2017 18:00,1800,17-9852,,3531,3/11/2017 19:25,,3/11/2017 21:05,,3/11/2017 21:05,,1748,1749,1754,1920,IN PERSON,3/11/2017 00:00,333
19279312,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/11/2017 17:45,1745,3/11/2017 18:00,1800,17-9856,,,3/11/2017 22:01,,,,3/11/2017 21:23,,1758,1806,1809,1845,PHONE,3/11/2017 00:00,336
19279442,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/11/2017 15:55,1555,3/11/2017 17:12,1712,17-9839,,,3/11/2017 23:01,,,,3/11/2017 22:54,,1555,1555,1555,1712,BY INVESTIGATION,3/11/2017 00:00,342
19282220,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/11/2017 18:40,1840,3/11/2017 18:50,1850,17-9858,,3112,3/11/2017 22:12,,3/12/2017 21:22,,3/12/2017 21:22,,1856,1858,1902,2030,IN PERSON,3/11/2017 00:00,
19282221,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/11/2017 22:47,2247,3/11/2017 23:15,2315,17-9889,,3540,3/12/2017 00:49,,3/12/2017 21:17,,3/12/2017 21:17,,2247,2247,2247,0,IN PERSON,3/11/2017 00:00,344
19282321,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/12/2017 15:42,1542,,,17-9958,,3535,3/12/2017 21:57,,3/12/2017 22:20,,3/12/2017 22:20,,1542,1550,1551,1731,IN PERSON,3/12/2017 00:00,339
19282322,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/12/2017 15:42,1542,3/12/2017 18:00,1800,17-9947,,3540,3/12/2017 19:26,,3/12/2017 22:27,,3/12/2017 22:27,,1542,1542,1542,1900,IN PERSON,3/12/2017 00:00,344
19283331,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/11/2017 01:59,159,3/11/2017 03:10,310,17-9783,,3534,3/11/2017 05:10,,3/13/2017 07:04,,3/13/2017 07:04,,159,159,159,310,IN PERSON,3/11/2017 00:00,338
19283332,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/16/2017 20:00,2000,3/12/2017 00:45,45,17-9895,,3521,3/12/2017 01:56,,3/13/2017 07:03,,3/13/2017 07:03,,2250,2326,2341,,IN PERSON,3/11/2017 00:00,311
19283808,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/7/2017 00:00,0,3/7/2017 00:18,18,17-9252,,,3/13/2017 08:05,,,,3/13/2017 07:25,,10,13,18,39,PHONE,3/7/2017 00:00,350
19283814,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/11/2017 21:00,2100,3/11/2017 22:00,2200,17-9881,,,3/13/2017 08:06,,,,3/13/2017 07:25,,2147,2149,2149,2216,IN PERSON,3/11/2017 00:00,340
19283853,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/12/2017 02:50,250,3/12/2017 04:30,430,17-9914,,,3/13/2017 08:06,,,,3/13/2017 07:25,,306,306,306,430,IN PERSON,3/12/2017 00:00,340
19283870,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/12/2017 21:21,2121,3/12/2017 21:25,2125,17-9990,,,3/13/2017 08:07,,,,3/13/2017 07:25,,2236,2237,2247,2310,IN PERSON,3/12/2017 00:00,340
19284580,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/9/2017 13:00,1300,,,17-9592,,3498,3/12/2017 15:21,,3/13/2017 09:12,,3/13/2017 09:12,,1343,1413,1419,,IN PERSON,3/9/2017 00:00,228
19287840,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/25/2017 12:45,1245,,,17-3375,,3533,1/25/2017 16:41,3/13/2017 10:59,3/13/2017 12:45,,3/13/2017 12:45,,1304,1307,1313,1335,PHONE,1/25/2017 00:00,337
19296800,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/13/2017 12:08,1208,,,17-10060,,3533,3/13/2017 14:12,,3/14/2017 14:50,,3/14/2017 14:50,,1208,1211,1215,1335,PHONE,3/13/2017 00:00,337
19300011,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/11/2017 11:00,1100,3/11/2017 22:00,2200,17-9892,,,3/15/2017 01:01,,,,3/15/2017 00:54,,2252,2328,2332,132,PHONE,3/11/2017 00:00,350
19303521,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/17/2017 12:50,1250,2/17/2017 14:00,1400,17-10182,,3495,3/14/2017 09:40,,3/15/2017 13:59,,3/15/2017 13:59,,1403,,,,WEB,3/5/2017 00:00,220
19306000,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/14/2017 19:30,1930,3/14/2017 19:31,1931,17-10259,,3530,3/14/2017 21:35,,3/15/2017 20:10,,3/15/2017 20:10,,1930,1930,1930,2005,IN PERSON,3/14/2017 00:00,329
19306003,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/14/2017 16:00,1600,,,17-10231,,3531,3/14/2017 22:15,,3/15/2017 20:08,,3/15/2017 20:08,,1601,1603,1607,1652,IN PERSON,3/14/2017 00:00,333
19306181,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/21/2017 09:00,900,2/22/2017 09:00,900,17-10252,,,3/15/2017 21:01,,,,3/15/2017 20:24,,1841,1841,1841,1841,OTHER AGENCY,3/14/2017 00:00,342
19306482,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/14/2017 14:07,1407,,,17-10222,,3531,3/14/2017 17:03,3/15/2017 20:26,3/15/2017 23:02,,3/15/2017 23:02,,1447,1459,1510,1530,IN PERSON,3/14/2017 00:00,333
19311060,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/16/2017 02:30,230,3/16/2017 02:39,239,17-10450,,,3/16/2017 13:18,,,,3/16/2017 12:26,,230,232,232,252,IN PERSON,3/16/2017 00:00,347
19312081,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/13/2017 13:30,1330,3/13/2017 14:20,1420,17-10483,,3498,3/16/2017 12:14,,3/16/2017 15:29,,3/16/2017 15:29,,945,945,1000,,IN PERSON,3/16/2017 00:00,228
19313952,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/20/2017 00:00,,,,17-10219,,2948,3/14/2017 15:05,3/16/2017 16:15,3/16/2017 22:06,,3/16/2017 22:06,,1400,1400,1400,1430,BY INVESTIGATION,3/14/2017 00:00,300
19313954,6,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/4/2017 11:50,1150,3/4/2017 15:30,1530,17-8898,,3531,3/4/2017 19:28,3/11/2017 16:30,3/16/2017 22:06,,3/16/2017 22:06,,1605,1640,1645,1735,IN PERSON,3/4/2017 00:00,333
19314519,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/16/2017 17:30,1730,3/16/2017 19:30,1930,17-10571,,,3/17/2017 00:01,,,,3/16/2017 22:24,,1742,1742,1742,1920,IN PERSON,3/16/2017 00:00,336
19319674,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/16/2017 12:20,1220,,,17-10517,,3504,3/16/2017 15:46,,3/17/2017 16:14,,3/17/2017 16:14,,1225,1238,1245,1500,IN PERSON,3/16/2017 00:00,
19319679,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/17/2017 07:16,716,,,17-3347,,3504,1/25/2017 12:12,3/17/2017 11:53,3/17/2017 16:18,,3/17/2017 16:18,,1021,1035,1047,1130,IN PERSON,1/25/2017 00:00,244
19319680,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/24/2017 12:10,1210,,,17-3355,,3504,1/25/2017 12:30,3/17/2017 13:05,3/17/2017 16:18,,3/17/2017 16:18,,1021,1035,1047,1145,IN PERSON,1/25/2017 00:00,244
19319684,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/18/2017 20:30,2030,2/19/2017 04:00,400,17-6877,,3504,2/19/2017 08:52,3/17/2017 13:28,3/17/2017 16:17,,3/17/2017 16:17,,707,719,731,800,IN PERSON,2/19/2017 00:00,244
19323119,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/16/2017 17:45,1745,3/16/2017 17:50,1750,17-10575,,3540,3/16/2017 20:10,,3/18/2017 15:48,,3/18/2017 15:48,,1751,1752,1756,2015,IN PERSON,3/16/2017 00:00,344
19323121,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/15/2017 18:00,1800,3/16/2017 19:00,1900,17-10579,,3112,3/16/2017 20:27,,3/18/2017 15:48,,3/18/2017 15:48,,1907,1909,1918,2015,IN PERSON,3/16/2017 00:00,332
19323127,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/17/2017 17:00,1700,,,17-10706,,3531,3/17/2017 22:21,,3/18/2017 15:39,,3/18/2017 15:39,,1709,1722,1722,1744,IN PERSON,3/17/2017 00:00,333
19323128,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/17/2017 19:30,1930,,,17-10719,,3112,3/17/2017 21:46,,3/18/2017 15:47,,3/18/2017 15:47,,1939,1940,1942,2002,IN PERSON,3/17/2017 00:00,332
19324057,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/18/2017 00:45,45,3/18/2017 01:00,100,17-10863,,,3/18/2017 22:02,,,,3/18/2017 21:24,,1655,1659,1659,1800,IN PERSON,3/18/2017 00:00,336
19325317,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/19/2017 00:15,15,3/19/2017 00:35,35,17-10917,,3521,3/19/2017 01:04,,3/19/2017 05:45,,3/19/2017 05:45,,36,37,47,,IN PERSON,3/19/2017 00:00,311
19325318,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/19/2017 01:30,130,,,17-10923,,3521,3/19/2017 03:39,,3/19/2017 05:43,,3/19/2017 05:43,,129,129,129,,IN VIEW,3/19/2017 00:00,311
19325355,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/18/2017 03:45,345,3/18/2017 04:10,410,17-10789,,,3/19/2017 06:02,,,,3/19/2017 05:54,,345,345,345,500,IN PERSON,3/18/2017 00:00,341
19326738,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/18/2017 18:52,1852,3/18/2017 19:15,1915,17-10876,,,3/19/2017 17:05,,,,3/19/2017 16:25,,1852,1858,1900,1930,IN PERSON,3/18/2017 00:00,351
19326739,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/11/2017 16:00,1600,1/12/2017 08:30,830,17-1521,,,3/19/2017 17:05,,,,3/19/2017 16:25,,824,830,832,917,PHONE,1/12/2017 00:00,352
19328133,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,1/29/2017 16:32,1632,1/29/2017 19:00,1900,17-3939,,,3/19/2017 23:01,,,,3/19/2017 22:25,,1632,1636,1640,1908,BY INVESTIGATION,1/29/2017 00:00,342
19328165,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/6/2017 00:01,1,3/17/2017 22:15,2215,17-10735,,,3/19/2017 23:06,,,,3/19/2017 22:25,,2228,2229,2235,2247,IN PERSON,3/17/2017 00:00,346
19328166,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/18/2017 17:26,1726,3/18/2017 17:30,1730,17-10867,,,3/19/2017 23:06,,,,3/19/2017 22:25,,1726,1729,1734,1927,IN PERSON,3/18/2017 00:00,343
19328167,1,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/18/2017 18:00,1800,3/18/2017 18:20,1820,17-10881,,,3/19/2017 23:06,,,,3/19/2017 22:25,,2004,2013,2014,2200,PHONE,3/18/2017 00:00,336
19328171,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/6/2017 13:45,1345,3/6/2017 15:35,1535,17-9196,,,3/19/2017 23:06,,,,3/19/2017 22:25,,1536,1541,1544,1630,IN PERSON,3/6/2017 00:00,346
19333774,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/1/2017 09:00,900,,,17-8415,,3498,3/1/2017 12:24,3/19/2017 12:35,3/20/2017 09:49,,3/20/2017 09:49,,1027,1100,1103,,IN PERSON,3/1/2017 00:00,228
19333859,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,3/19/2017 12:00,1200,,,17-10964,,3498,3/19/2017 14:31,,3/20/2017 15:00,,3/20/2017 15:00,,1206,1217,1217,,IN PERSON,3/19/2017 00:00,228
