incidentid,OffenseID,ASCFCde,ASCFDesc,BiasMotivation,BurglaryOnlyForceDesc,ClassCde,Counts,CourtOrderExists,CourtOrderTypeCde,CourtOrderStateCde,CourtOrderCountyCde,CourtOrderCountyName,CourtOrderNumber,DegreeCde,LocationTypeDesc,OnCampus,Premises,SchoolFunction,SchoolName,SchoolType,ViolationCde,ViolationDesc,LarcenyTypeCde,TitleChange,WarningsRun,OffenderIsEmployee,LocalOffenseDescription,LocalStatute,IsCityOrdinance,IsCountyOrdinance,CargoTheft
19410327,2997513,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
19410328,2997514,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,798,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,,,TRUE,,,,FALSE,FALSE,
19410329,2997515,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,803,MENACING,,,TRUE,,,,FALSE,FALSE,
19410623,2997565,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23963,TBUT OR DISP GASOLINE U/$500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
19410625,2997566,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
19412577,2998003,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,4096,HARBORING A VICIOUS ANIMAL,,,TRUE,,,,FALSE,FALSE,
19414309,2998250,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,798,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,,FALSE,TRUE,,,,FALSE,FALSE,
19415225,2998371,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,Arrest,,,FALSE,,,1401,CRIMINAL MISCHIEF 1ST DEGREE,,FALSE,TRUE,,,,FALSE,FALSE,
19415227,2998373,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,,,,FALSE,,,207,REAR LICENSE NOT ILLUMINATED,,FALSE,TRUE,,,,FALSE,FALSE,
19415227,2998374,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,FALSE,TRUE,,,,FALSE,FALSE,
19415227,2998376,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2108,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF,,FALSE,TRUE,,,,FALSE,FALSE,
19415227,2998375,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42083,DRUG PARAPHERNALIA - ADVERTISEMENT,,FALSE,TRUE,,,,FALSE,FALSE,
19415675,2998454,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23917,TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10000,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
19415676,2998455,0,Not Applicable,NONE (NO BIAS),Force,C,1,FALSE,,,,,,F,,,,FALSE,,,22061,BURGLARY 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,FALSE
19415677,2998456,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,798,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,,,TRUE,,,,FALSE,FALSE,
19415678,2998457,0,Not Applicable,NONE (NO BIAS),No Force,C,1,FALSE,,,,,,F,,,,FALSE,,,22061,BURGLARY 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,FALSE
19416021,2998591,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2624,CRIMINAL TRESPASSING-2ND DEGREE,,FALSE,TRUE,,,,FALSE,FALSE,
19416056,2998595,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,Plot,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,FALSE,TRUE,FALSE,,,FALSE,FALSE,
19416954,2998836,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,42215,POSS CONT SUB 1ST DEG 1ST OFF (METHAMPHETAMINE),,,TRUE,,,,FALSE,FALSE,
19416954,2998837,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42245,POSS CONT SUB 2ND DEGREE - DRUG UNSPECIFIED,,,TRUE,,,,FALSE,FALSE,
19417651,2999054,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,FALSE,TRUE,FALSE,,,FALSE,FALSE,
19418689,2999236,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,,TRUE,,,,FALSE,FALSE,
19418689,2999235,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
19418689,2999234,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,,,,FALSE,,,207,REAR LICENSE NOT ILLUMINATED,,,TRUE,,,,FALSE,FALSE,
19425028,3000755,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,403,OPERATING ON SUS OR REV OPER LICENSE,,,TRUE,,,,FALSE,FALSE,
19425028,3000756,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
19425028,3000754,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,,,,FALSE,,,115,RECKLESS DRIVING,,,TRUE,,,,FALSE,FALSE,
19425028,3000757,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2108,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF,,,TRUE,,,,FALSE,FALSE,
19426820,3001077,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,FALSE,TRUE,,,,FALSE,FALSE,
19426820,3001072,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,B,1,FALSE,,,,,,M,,,,FALSE,,,2108,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF,,FALSE,TRUE,,,,FALSE,FALSE,
19426820,3001076,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,A,1,FALSE,,,,,,M,,,,FALSE,,,42395,POSSESSION OF SYNTHETIC DRUGS - 1ST OFFENSE,,FALSE,TRUE,,,,FALSE,FALSE,
19426820,3001073,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,B,1,FALSE,,,,,,M,,,,FALSE,,,403,OPERATING ON SUS OR REV OPER LICENSE,,FALSE,TRUE,,,,FALSE,FALSE,
19426820,3001075,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,,1,FALSE,,,,,,V,,,,FALSE,,,136,CARELESS DRIVING,,FALSE,TRUE,,,,FALSE,FALSE,
19426820,3001078,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,,1,FALSE,,,,,,V,,,,FALSE,,,424,NO REGISTRATION PLATES,,FALSE,TRUE,,,,FALSE,FALSE,
19426820,3001074,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,B,1,FALSE,,,,,,M,,,,FALSE,,,436,FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS,,FALSE,TRUE,,,,FALSE,FALSE,
19426821,3001079,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,FALSE,TRUE,,,,FALSE,FALSE,
19431130,3002417,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,FALSE,TRUE,FALSE,,,FALSE,FALSE,
19431131,3002418,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,Plot,,,FALSE,,,1113,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,,FALSE,TRUE,FALSE,,,FALSE,FALSE,
19431133,3002420,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,FALSE,TRUE,,,,FALSE,FALSE,
19431759,3002528,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2404,RESISTING ARREST,,,TRUE,,,,FALSE,FALSE,
19431759,3002529,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2371,DISORDERLY CONDUCT 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,
19431761,3002530,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,822,TERRORISTIC THREATENING 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
19431765,3002535,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23301,THEFT BY DECEPTION-INCLUDE COLD CHECKS U/$10000,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
19431884,3002635,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,3014,NON-CRIMINAL DEATH,,FALSE,TRUE,,,,FALSE,FALSE,
19433175,3002880,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
19433175,3002879,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,798,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,,,TRUE,,,,FALSE,FALSE,
19433633,3003050,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,3011,MISSING PERSONS,,,TRUE,,,,FALSE,FALSE,
19433634,3003051,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
19435483,3003360,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
19435484,3003361,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
19436331,3003496,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2402,HARASSING COMMUNICATIONS,,,TRUE,,,,FALSE,FALSE,
19436333,3003497,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2402,HARASSING COMMUNICATIONS,,,TRUE,,,,FALSE,FALSE,
19436334,3003498,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
19436335,3003499,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
19437769,3003802,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,1402,CRIMINAL MISCHIEF 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,
19437769,3003801,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,24002,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
19437771,3003803,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23931,TBUT OR DISP SHOPLIFTING $500 OR MORE BUT U/$10000,,,TRUE,FALSE,,,FALSE,FALSE,
19437772,3003804,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,,TRUE,TRUE,,,FALSE,FALSE,FALSE
19437775,3003806,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,3014,NON-CRIMINAL DEATH,,,TRUE,,,,FALSE,FALSE,
19441532,3004760,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
19441533,3004761,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
19441535,3004762,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2770,VIOLATION OF IPO,,,TRUE,,,,FALSE,FALSE,
19441537,3004763,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2624,CRIMINAL TRESPASSING-2ND DEGREE,,,TRUE,,,,FALSE,FALSE,
19441540,3004765,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
19441581,3004775,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23931,TBUT OR DISP SHOPLIFTING $500 OR MORE BUT U/$10000,,,TRUE,FALSE,,,FALSE,FALSE,
19441642,3004791,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,,TRUE,TRUE,,,FALSE,FALSE,FALSE
19441724,3004849,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
19441835,3004908,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
19444106,3005433,0,Not Applicable,NONE (NO BIAS),,C,1,FALSE,,,,,,F,,,,FALSE,,,24044,TBUT OR DISP AUTO - $10000 OR MORE BUT U/$1000000,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
19444108,3005434,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23917,TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10000,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
19445372,3005632,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,Plot,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,,TRUE,,,,FALSE,FALSE,
19445372,3005631,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,Plot,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
19445372,3005630,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,Plot,,,FALSE,,,2303,PUBLIC INTOXICATION-CONTROLL SUB(EXCLUDES ALCOHOL),,,TRUE,,,,FALSE,FALSE,
19447666,3006429,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,3014,NON-CRIMINAL DEATH,,FALSE,TRUE,,,,FALSE,FALSE,
19447950,3006481,0,Not Applicable,NONE (NO BIAS),,D,2,FALSE,,,,,,F,,,,FALSE,,,1401,CRIMINAL MISCHIEF 1ST DEGREE,,,TRUE,,,,FALSE,FALSE,
19447950,3006480,0,Not Applicable,NONE (NO BIAS),,D,19,FALSE,,,,,,F,,,,FALSE,,,13201,WANTON ENDANGERMENT-1ST DEGREE,,,TRUE,,,,FALSE,FALSE,
19447950,3006479,0,Not Applicable,NONE (NO BIAS),,B,6,FALSE,,,,,,F,,,,FALSE,,,13150,ASSAULT 1ST DEGREE,,,TRUE,,,,FALSE,FALSE,
19447953,3006483,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,D,1,FALSE,,,,,,F,,,,FALSE,,,13201,WANTON ENDANGERMENT-1ST DEGREE,,,TRUE,,,,FALSE,FALSE,
19447958,3006486,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),Force,D,1,FALSE,,,,,,F,,,,FALSE,,,22062,BURGLARY 3RD DEGREE,,FALSE,TRUE,,,,FALSE,FALSE,FALSE
19447959,3006487,0,Not Applicable,NONE (NO BIAS),No Force,C,1,FALSE,,,,,,F,,,,FALSE,,,22061,BURGLARY 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,FALSE
19447963,3006495,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
19447963,3006494,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,13201,WANTON ENDANGERMENT-1ST DEGREE,,,TRUE,,,,FALSE,FALSE,
19447965,3006497,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23210,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,,,TRUE,TRUE,,,FALSE,FALSE,FALSE
19447965,3006498,0,Not Applicable,NONE (NO BIAS),,A,3,FALSE,,,,,,M,,,,FALSE,,,1113,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,,,TRUE,TRUE,,,FALSE,FALSE,FALSE
19447966,3006499,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23300,THEFT BY DECEPTION-INCLUDE COLD CHECKS U/$500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
19447966,3006500,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,28032,RECEIVING STOLEN PROPERTY U/$10000,,,TRUE,,,,FALSE,FALSE,
19449169,3006755,0,Not Applicable,NONE (NO BIAS),,A,1,TRUE,1,KY,,MCCRACKEN,,M,,,,FALSE,,,2763,VIOLATION OF A KENTUCKY EPO/DVO,,,TRUE,,,,FALSE,FALSE,
19449170,3006756,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,796,ASSAULT 4TH DEGREE (MINOR INJURY),,,TRUE,,,,FALSE,FALSE,
19449171,3006762,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,28020,RECEIVING STOLEN PROPERTY (FIREARM),,,TRUE,,,,FALSE,FALSE,
19449171,3006760,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,13201,WANTON ENDANGERMENT-1ST DEGREE,,,TRUE,,,,FALSE,FALSE,
19449171,3006757,0,Not Applicable,NONE (NO BIAS),,C,1,FALSE,,,,,,F,,,,FALSE,,,13161,ASSAULT 2ND DEGREE - DOMESTIC VIOLENCE,,,TRUE,,,,FALSE,FALSE,
19449171,3006758,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
19449171,3006759,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,,TRUE,,,,FALSE,FALSE,
19449171,3006761,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,52196,POSSESSION OF FIREARM BY CONVICTED FELON,,,TRUE,,,,FALSE,FALSE,
19449177,3006767,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
19449178,3006768,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,797,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,,,TRUE,,,,FALSE,FALSE,
19451542,3007165,0,Not Applicable,NONE (NO BIAS),,C,1,FALSE,,,,,,F,,,,FALSE,,,12003,ROBBERY 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,FALSE
19451764,3007235,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,3014,NON-CRIMINAL DEATH,,FALSE,TRUE,,,,FALSE,FALSE,
19453097,3007422,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,403,OPERATING ON SUS OR REV OPER LICENSE,,FALSE,TRUE,,,,FALSE,FALSE,
19453097,3007424,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42083,DRUG PARAPHERNALIA - ADVERTISEMENT,,FALSE,TRUE,,,,FALSE,FALSE,
19453097,3007425,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,,,,FALSE,,,499,FAILURE TO WEAR SEAT BELTS,,FALSE,TRUE,,,,FALSE,FALSE,
19453097,3007423,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,FALSE,TRUE,,,,FALSE,FALSE,
19454068,3007559,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,797,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,,,TRUE,,,,FALSE,FALSE,
19454068,3007560,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
19454076,3007562,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,444,WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER,,FALSE,TRUE,,,,FALSE,FALSE,
19454076,3007561,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,198,FLEEING OR EVADING POLICE 2ND DEGREE (MOTOR VEHICLE),,FALSE,TRUE,,,,FALSE,FALSE,
19454077,3007563,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,796,ASSAULT 4TH DEGREE (MINOR INJURY),,,TRUE,,,,FALSE,FALSE,
19454129,3007575,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,A,1,FALSE,,,,,,M,,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,FALSE,TRUE,FALSE,,,FALSE,FALSE,
19454130,3007576,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,FALSE,TRUE,,,,FALSE,FALSE,
19454988,3007850,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
19454988,3007851,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,,,,FALSE,,,2617,CRIMINAL TRESPASSING-3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
19456698,3008093,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,FALSE,TRUE,TRUE,,,FALSE,FALSE,
19456707,3008095,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,42391,TRAFFICKING IN SYNTHETIC DRUGS - 1ST OFFENSE,,FALSE,TRUE,,,,FALSE,FALSE,
19456709,3008097,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,796,ASSAULT 4TH DEGREE (MINOR INJURY),,FALSE,TRUE,,,,FALSE,FALSE,
19457259,3008205,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,Plot,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
19463474,3009745,0,Not Applicable,NONE (NO BIAS),,C,1,FALSE,,,,,,F,,,,FALSE,,,52197,POSSESSION OF HANDGUN BY CONVICTED FELON,,,TRUE,,,,FALSE,FALSE,
19463615,3009750,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,803,MENACING,,,TRUE,,,,FALSE,FALSE,
19463616,3009753,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,V,,,,FALSE,,,470,POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED,,,TRUE,,,,FALSE,FALSE,
19463616,3009752,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
19463616,3009751,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2108,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF,,,TRUE,,,,FALSE,FALSE,
19463617,3009754,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
19463619,3009755,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
19463619,3009757,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,,TRUE,,,,FALSE,FALSE,
19463619,3009756,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,V,,,,FALSE,,,111,DISREGARDING STOP SIGN,,,TRUE,,,,FALSE,FALSE,
19463621,3009758,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,798,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,,,TRUE,,,,FALSE,FALSE,
19471770,3011582,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,FALSE,TRUE,FALSE,,,FALSE,FALSE,
19471772,3011583,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,,,,FALSE,,,111,DISREGARDING STOP SIGN,,FALSE,TRUE,,,,FALSE,FALSE,
19471772,3011586,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,FALSE,TRUE,,,,FALSE,FALSE,
